relative_path,byte_count,size_mb,above_75mb,above_100mb,push_allowed
manifests/environment_changed_case_manifest.json,13351,0.012732505798339844,False,False,True
manifests/frozen_governor_config_for_r11.json,8632,0.00823211669921875,False,False,True
manifests/table_manifest.json,102715,0.09795665740966797,False,False,True
metrics/active_fan_count_schedule_audit.csv,839,0.0008001327514648438,False,False,True
metrics/belief_snapshot_log.csv,95,9.059906005859375e-05,False,False,True
metrics/candidate_score_log.csv,95,9.059906005859375e-05,False,False,True
metrics/environment_block_comparison.csv,347,0.00033092498779296875,False,False,True
metrics/environment_block_schedule.csv,276,0.000263214111328125,False,False,True
metrics/episode_interpretation_summary.csv,354,0.0003376007080078125,False,False,True
metrics/episode_summary.csv,87,8.296966552734375e-05,False,False,True
metrics/final_heldout_launch_schedule.csv,785863,0.7494573593139648,False,False,True
metrics/final_launch_score.csv,4002972,3.8175315856933594,False,False,True
metrics/first_decision_candidate_summary.csv,1508,0.001438140869140625,False,False,True
metrics/first_decision_governor_rejection_summary.csv,1422,0.0013561248779296875,False,False,True
metrics/governor_config_selection.csv,1604,0.001529693603515625,False,False,True
metrics/governor_config_tuning_decisions.csv,1610,0.0015354156494140625,False,False,True
metrics/history_launch_schedule.csv,8550580,8.154468536376953,False,False,True
metrics/history_memory_trace.csv,97,9.250640869140625e-05,False,False,True
metrics/history_plot_trace.csv,93,8.869171142578125e-05,False,False,True
metrics/history_selector_summary.csv,105,0.00010013580322265625,False,False,True
metrics/launch_gate_candidate_availability.csv,1096,0.00104522705078125,False,False,True
metrics/launch_gate_entry_role_audit.csv,2692,0.002567291259765625,False,False,True
metrics/launch_gate_outcome_audit.csv,166,0.0001583099365234375,False,False,True
metrics/library_size_case_comparison.csv,688,0.0006561279296875,False,False,True
metrics/memory_opportunity_decision_log.csv,7161468,6.829708099365234,False,False,True
metrics/memory_opportunity_summary.csv,8470,0.008077621459960938,False,False,True
metrics/memory_residual_update_log.csv,109,0.00010395050048828125,False,False,True
metrics/no_glider_latency_variation_audit.csv,8876,0.008464813232421875,False,False,True
metrics/outer_case_schedule.csv,33346,0.03180122375488281,False,False,True
metrics/paired_memory_score_delta.csv,235778,0.2248554229736328,False,False,True
metrics/paired_safe_explore_score_delta.csv,2,1.9073486328125e-06,False,False,True
metrics/paired_score_delta_summary.csv,4427,0.004221916198730469,False,False,True
metrics/pairing_audit.csv,865,0.0008249282836914062,False,False,True
metrics/pass_fail_gate_summary.csv,1759,0.0016775131225585938,False,False,True
metrics/policy_history_comparison.csv,8884,0.008472442626953125,False,False,True
metrics/primitive_execution_log.csv,103,9.822845458984375e-05,False,False,True
metrics/real_time_scheduler_audit.csv,6883,0.006564140319824219,False,False,True
metrics/selector_decision_log.csv,99,9.441375732421875e-05,False,False,True
metrics/termination_summary.csv,471,0.00044918060302734375,False,False,True
tables/belief_snapshot_log/c00000.csv.gz,781841,0.7456216812133789,False,False,True
tables/belief_snapshot_log/c00001.csv.gz,52920,0.05046844482421875,False,False,True
tables/candidate_score_log/c00000.csv.gz,8057691,7.684412956237793,False,False,True
tables/candidate_score_log/c00001.csv.gz,7095652,6.766941070556641,False,False,True
tables/candidate_score_log/c00002.csv.gz,6005629,5.727414131164551,False,False,True
tables/episode_summary/c00000.csv.gz,4567422,4.355833053588867,False,False,True
tables/history_memory_trace/c00000.csv.gz,1223556,1.1668739318847656,False,False,True
tables/history_plot_trace/c00000.csv.gz,2200673,2.0987253189086914,False,False,True
tables/history_selector_summary/c00000.csv.gz,715443,0.6822996139526367,False,False,True
tables/memory_residual_update_log/c00000.csv.gz,892284,0.8509483337402344,False,False,True
tables/primitive_execution_log/c00000.csv.gz,21210918,20.228307723999023,False,False,True
tables/primitive_execution_log/c00001.csv.gz,21638201,20.635796546936035,False,False,True
tables/primitive_execution_log/c00002.csv.gz,21867857,20.85481357574463,False,False,True
tables/primitive_execution_log/c00003.csv.gz,22261702,21.23041343688965,False,False,True
tables/primitive_execution_log/c00004.csv.gz,22463016,21.422401428222656,False,False,True
tables/primitive_execution_log/c00005.csv.gz,22452704,21.412567138671875,False,False,True
tables/primitive_execution_log/c00006.csv.gz,4983009,4.752167701721191,False,False,True
tables/selector_decision_log/c00000.csv.gz,2224369,2.121323585510254,False,False,True
